drama_name,Genres,Tags,Episodes,start airing,end airing,Aired On,Original Network,Duration,score,scored by,Ranked,Popularity,Content Rating,Watchers,actors,platforms,imdb_rating,imdb_user_count,imdb_description
All In,"['romance', 'crime', 'drama', 'melodrama']","['gambling', 'star crossed lovers', 'greed', 'scheme', 'rich female lead', 'rivalry', 'power struggle', 'jealousy', 'revenge', 'character development ']",24,15-Jan-03,3-Apr-03,"['wednesday', 'thursday']",['SBS'],60,7.6,976,3621,3011,15+ - Teens 15 or older,"2,912","['Song Hye Kyo', 'Lee Byung Hun', 'Park Sol Mi', 'Ji Sung', 'Fueki Yuko', 'Im Hyun Shik']",[],7.8,376,"As a kid, all Kim In Ha ever did was follow his uncle around and help him cheat in gambling. As a high school student, he hung out with his friends at the basement of a theater. As Kim In Ha gets to know Choi Jeong Won, a model student and also the son of a very rich family, In Ha tries to tempt him into doing mischievous deeds.

—anonymous"
All of Us Are Dead,"['action', 'thriller', 'horror', 'sci-fi']","['survival', 'zombies', 'death', 'gore', 'school', 'virus', 'slight romance', 'zombie apocalypse', 'high school', 'suspense ']",12," Jan 28, 2022",N/A,['friday'],['Netflix'],62,8.4,28371,396,149,18+ Restricted (violence & profanity),"43,658","['Park Ji Hoo', 'Yoon Chan Young', 'Jo Yi Hyun', 'Lomon', 'Yoo In Soo', 'Kim Byung Chul']",['Netflix'],7.5,"46,185",A high school becomes ground zero for a zombie virus outbreak. Trapped students must fight their way out or turn into one of the rabid infected.
Alone in Love,"['comedy', 'romance', 'life', 'drama']","['adapted from a novel', 'slow burn story', 'divorced male lead', 'divorced female lead', 'nice female lead', 'love square', 'multiple couples', 'nice male lead', 'marriage ']",16,3-Apr-06,23-May-06,"['monday', 'tuesday']",['SBS'],60,7.5,459,3958,3984,15+ - Teens 15 or older,"1,936","['Son Ye Jin', 'Kam Woo Sung', 'Gong Hyung Jin', 'Lee  Ha Na ', 'Oh Yoon Ah', 'Jin  Ji Hee']",['SBS World'],8.7,271,"This is the story of two ordinary people who meet and fall in love, marry and divorce, but are unable to move on from that point, because their love did not end when they separated. Eun-Ho and Dong-Jin meet one day at the bookstore where he works at and they're immediately drawn to each other. They fall in love after subsequent meetings, and the two are married like millions of others who are in similar situations. But two years later they are divorced, and that's where the story opens. A pair of divorcées sitting across from each other talking about each other's lives. There's nothing about them that stands out from the crowd. They have ordinary jobs, he works at a bookstore and she at the fitness club. Neither is extremely good-looking, nor rich, nor charismatic. But there is something different about them, and as the story reveals the reasons behind their divorce, their continuing meetings after divorce, their mingling in each other's lives, their matchmaking attempt for each other, and their internal monologues about each other, it becomes apparent they are each other's destiny if such thing exists. But even so, getting back together might be asking too much, since that would open up a wound that they've tried to bury for three years. Furthermore their new love-interests, Mi-Youn and Hyeon-Joong are marking their steps into Dong-Jin and Eun-Ho's lives, and the new love might just be a wiser option for two that have tried but failed already. In fact, Hyeon-Joong may have more things in common with Eun-Ho than she ever did with Dong-Jin, and Mi-Youn seems to need Dong-Jin more than Eun-Ho ever did, this alone might be enough for the pair of divorcées to finally cut the tie between them.

—Anonymous"
Amanza,"['life', 'family', 'fantasy', 'melodrama']","['cancer', 'dream world', 'mixed live action-animation', 'tearjerker', 'adapted from a webtoon', 'adventure', 'web series', 'short length series', 'supportive girlfriend', 'mental illness ']",9,1-Sep-20,27-Oct-20,['tuesday'],['Daum Kakao TV'],15,8.3,741,740,2679,15+ - Teens 15 or older,"3,417","['Kim Ji Soo', 'Lee Seol', 'Oh Hyun Kyung', 'Yoo Seung Mok', 'Lee Jong Won', 'Shin Joo Hwan']",['Kakao TV'],N/A,N/A,N/A
Amor Fati,"['romance', 'drama']","['cancer', 'divorced female lead', 'single father', 'soap opera', 'family relationship', 'healing', 'infidelity', 'father-son relationship', 'divorce', 'terminal illness ']",120,12-Apr-21,1-Oct-21,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['SBS'],35,7.3,81,72047,9702,15+ - Teens 15 or older,446,"['Choi Jung Yoon', 'Ahn Jae Mo', 'Bae Seul Gi', 'Park Hyung Joon', 'Kim Jong Goo', 'Yoon Mi Ra']","['Prime Video', 'Viki']",N/A,N/A,N/A
Andante,"['comedy', 'romance', 'youth', 'melodrama']","['bittersweet ending', 'terminal illness', 'countryside setting', 'transfer student', 'coming of age', 'student', 'drama ']",16,24-Sep-17,7-Jan-18,['sunday'],['KBS1'],60,7.5,3010,3969,1076,15+ - Teens 15 or older,"9,516","['Kai', 'Lee Ye Hyun', 'Kim Jin Kyung', 'Baek Chul Min', 'Jeon Mi Seon', 'Sung Byung Sook']",['Viki'],6.7,225,Moving to a new school is easy for a computer genius who skips school. But things change.
Ang Shim Jung,"['historical', 'mystery']",['investigation '],13,28-Oct-10,20-Jan-11,['thursday'],['E-Channel'],60,7.2,7,73280,99999,Not Yet Rated,150,"['Kim Ha Eun', 'Kwon Hae Hyo', 'Yeo Hyun Soo', 'Lee Gi Young', 'Kim Joo Young', 'Kim  Gyu Chul']",[],N/A,N/A,N/A
Angel Eyes,"['romance', 'family', 'medical', 'melodrama']","['first love', 'male chases female first', 'secret', 'forbidden love', 'tearjerker', 'death', 'star crossed lovers', 'hidden past', 'lovers separated', 'second chance romance ']",20,5-Apr-14,15-Jun-14,"['saturday', 'sunday']",['SBS'],65,7.5,8633,3871,473,15+ - Teens 15 or older,"19,829","['Gu Hye Seon', 'Lee Sang Yoon', 'Kim Ji Suk', 'Seo Tae Hwa', 'Kim Yeo Jin', 'Kang Ha Neul']","['SBS World', 'Viki']",7.4,442,"A melodrama about a man and a woman who are each other's first loves, but get separated at childhood due to a painful family situation and meet again 12 years later. Yoon Soo Wan is legally blind woman who gets her vision back after receiving a corneal transplantation in an operation and decides to embrace life with passion by becoming an emergency rescue worker who is known not only by the fire department, but also by the local hospital. She is a tomboyish character who still fondly remembers her first love from 12 years ago.

—Kdrama"
Angel's Choice,"['romance', 'drama', 'family']",['soap opera '],140,2-Apr-12,12-Oct-12,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['MBC'],N/A,7.4,21,70395,99999,Not Yet Rated,209,"['Choi Jung Yoon', 'Kang Se Jung', 'Jung Sung Woon', 'Yoon Hee Seok', 'Choi Il Hwa', 'Lee Jung Gil']",[],N/A,N/A,N/A
Angel's Last Mission: Love,"['comedy', 'romance', 'drama', 'fantasy']","['nice male lead', 'warm man/cold woman', 'orphan female lead', 'strong female lead', 'opposites attract', 'ballet', 'rich female lead', 'tearjerker', 'male chases female first', 'cohabitation ']",32,22-May-19,11-Jul-19,"['wednesday', 'thursday']",['KBS2'],35,8.5,28552,379,77,15+ - Teens 15 or older,"62,807","['Kim Myung Soo', 'Shin Hye Sun', 'Lee Dong Gun', 'Kim  Bo Mi', 'Woo Hee Jin', 'Gil Eun Hye']","['Viki', 'Apple TV', 'KBS World', 'Prime Video']",7.7,"2,098","Dan is a care-free angel who always gets into trouble. In order to return to heaven, he is tasked with a mission to find true love for a cold and single-minded ballerina Lee Yun Seo, but ends up falling for her himself."
Angel's Revenge,"['romance', 'drama', 'family', 'melodrama']","['religious female lead', 'immature male lead', 'car accident', 'male chases female first', 'strong female lead', 'lying', 'revenge', 'rich man/poor woman', 'pregnancy', 'church setting ']",103,6-Jan-14,2-Jun-14,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['KBS2'],40,7.3,415,5046,5089,Not Yet Rated,"1,344","['Park Jung Chul', 'Kwon Yool', 'Yoon So Yi', 'Moon Bo Ryung', 'Jung Yi Yeon', 'Gu Jae Yi']",['KBS World'],6.9,24,"a very young girls trio escapes from a convent to meet boys on a disco. A pretty young nun go after them, entered disguised at disco and when she finds the missed sheep being forced for a boy, she don't hesitates and with a jump, lands her feet over the chest of the poor boy. If i tell you the nun is So Yi Yoon, you can say so what, surely remembering ARAHAN, SHADOWLESS SWORD and so. Less usual could sounds that So Yi don't repeat neither a single kick nor a fist in the 103 chapters. Angel s Revenge instead is a tearful story, with some enjoying characters, the hated Jang Taejong, notorious villain, the grand mother Gong, the nun, Sister Maria, returning to a civil Lee Seonyu, to investigate the murder of her sister, Lee JinYU. Its a touching, sometimes painful enormous movie where almost all the stars do right, but...¿can somebody explain why So Yi begins the movie kicking fine but never ever she defends herself against the frequents attacks ?

—mau davi"
Angry Mom,"['comedy', 'drama', 'melodrama']","['independent female lead', 'mother-daughter relationship', 'high school', 'corruption', 'strong female lead', 'school bullying', 'double identity', 'sexual harassment', 'sexual assault', 'smart female lead ']",16,18-Mar-15,7-May-15,"['wednesday', 'thursday']",['MBC'],70,8.3,12858,652,311,15+ - Teens 15 or older,"26,985","['Kim Hee Sun', 'Kim Yoo Jung', 'Ji Hyun Woo', 'Kim Ji Soo', 'Baro', 'Kim Tae Hoon']","['Viki', 'Netflix']",7.5,529,"This drama is about Jo Gang-ja, a mother who was known as a tough girl in high school. Her daughter Ah-ran is bullied at school and when Gang-ja finds out, she makes it her responsibility to stop her daughter's bullying. She ends up becoming a high school student again.

—wendy mcknight"
Anna,"['thriller', 'drama']","['ripley syndrome', 'mental illness', 'antisocial personality disorder', 'miniseries', 'antihero', 'web series', 'suspense ']",6,24-Jun-22,8-Jul-22,['friday'],N/A,60,7.9,2265,2005,1281,15+ - Teens 15 or older,"8,019","['Bae Suzy', 'Jung Eun Chae', 'Kim Joon Han', 'Park Ye Young', 'Heo Hyung Kyu', 'Kang Shin Chul']",[],7.5,288,"Yoo Mi is the woman who tells a small lie and ends up living someone else's life. Hyun Joo is a woman who lives her life holding herself above everyone, treating them with neither kindness nor malice. She has a subtly tense relationship with Yoo Mi. Ji Hoon is Yoo Mi's husband who is ambitious and future-oriented. Ji Won is a dependable senior who is the only person whom Yoo Mi trusts. (Source: Naver)

—mariamiteloro"
Another Miss Oh,"['comedy', 'romance', 'melodrama', 'supernatural']","['steamy kiss', 'mistaken identity', 'cold man/warm woman', 'precognition', 'healing', 'love/hate relationship', 'successful male lead', 'hardworking male lead', 'secondary couple', 'female chases male first ']",18,2-May-16,28-Jun-16,"['monday', 'tuesday']",['tvN'],70,8.2,23429,859,130,15+ - Teens 15 or older,"46,992","['Eric Mun', 'Seo Hyun Jin', 'Jeon Hye Bin', 'Ye Ji Won', 'Kim Ji Suk', 'Lee Jae Yoon']","['Disney+ Hotstar', 'WeTV', 'Netflix', 'K-DRAMA']",7.8,"1,903","A romantic television series about two women who not only share the same name Oh Hae Young but they also share a destiny with the same man, Park Do Kyung, who can see the future."
Another Peaceful Day of Second-Hand Items,"['comedy', 'romance', 'life', 'drama']","['short length series', 'miniseries', 'infidelity', 'web series ']",6,21-Jan-21,25-Feb-21,['thursday'],['Naver TV Cast'],15,7.4,117,70118,8847,13+ - Teens 13 or older,529,"['Shin Bo Ra', 'Kang Tae Joo', 'Lee Ka Eun', 'Jang Won Hyuk', 'Jo Han Joon', 'Jung Sang Hoon']",[],N/A,N/A,N/A
Apgujeong Midnight Sun,['family'],"['death', 'orphan female lead', 'multiple mains', 'multiple couples', 'manipulative female lead', 'evil mother', 'star crossed lovers', 'soap opera', 'loneliness', 'antihero ']",149,6-Oct-14,15-May-15,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['MBC'],35,7.4,172,69742,8406,15+ - Teens 15 or older,577,"['Park Ha Na', 'Kang Eun Tak', 'Song Won Geun', 'Baek Ok Dam', 'Kim Min Soo', 'Hwang Jung Seo']",[],8,6,The lives of cable TV employees become intertwined as they enter romantic and combative relationships with one another.
April Kiss,"['drama', 'melodrama']","['artist', 'first love', 'love triangle ']",24,21-Apr-04,8-Jul-04,"['wednesday', 'thursday']",['KBS2'],65,6.8,32,78033,12675,Not Yet Rated,262,"['Park Soo Ae', 'Lee Jung Jin', 'Jo Han Sun', 'So Yi Hyun', 'Lee Jung Gil', 'Kim Ki Bum']",[],N/A,N/A,N/A
Arang and the Magistrate,"['historical', 'comedy', 'romance', 'supernatural']","['ghost', 'interspecies romance', 'amnesia', 'joseon dynasty', 'mother-son relationship', 'strong female lead', 'political', 'drama', 'missing person', 'grim reaper supporting character ']",20,15-Aug-12,18-Oct-12,"['wednesday', 'thursday']",['MBC'],65,7.9,11893,1728,322,13+ - Teens 13 or older,"26,400","['Lee Joon Gi', 'Shin Min Ah', 'Yeon Woo Jin', 'Kwon Oh Jung', 'Hwang Bo Ra', 'Han Jung Soo']",['Viki'],N/A,N/A,N/A
Are You Human?,"['comedy', 'romance', 'sci-fi', 'fantasy']","['robot', 'nice male lead', 'artificial intelligence', 'interspecies romance', 'smart male lead', 'identity swap', 'android', 'strong male lead', 'hidden identity', 'cheerful male lead ']",36,4-Jun-18,7-Aug-18,"['monday', 'tuesday']",['KBS2'],35,8.3,25332,626,85,15+ - Teens 15 or older,"58,423","['Seo Kang Joon', 'Gong Seung Yeon', 'Lee Joon Hyuk', 'Park Hwan Hee', 'Kim Sung Ryung', 'Yoo Oh Sung']",['Viki'],N/A,N/A,N/A
Argon,"['mystery', 'drama', 'political']","['boss-employee relationship', 'journalism', 'corruption', 'news anchor', 'workplace setting', 'mild sexual content', 'death of a wife', 'reporter male lead', 'reporter female lead', 'single father male lead ']",8,4-Sep-17,26-Sep-17,"['monday', 'tuesday']",['tvN'],70,8,1616,1469,2222,15+ - Teens 15 or older,"4,260","['Kim  Joo Hyuk', 'Chun Woo Hee', 'Park Won Sang', 'Shin Hyun Bin', 'Park Hee Bon', 'Shim Ji Ho']",['Netflix'],7.3,276,"ARGON shows the struggles behind the scenes in the competitive world or daily news. Work, play, love, hate, trust and betrayal are on the headlines every episode."
Arthdal Chronicles,"['historical', 'romance', 'fantasy', 'political']","['war', 'power struggle', 'slavery', 'good twin/evil twin', 'strong female lead', 'revenge', 'character development', 'father-daughter relationship', 'strong male lead', 'political intrigue ']",6,22-Jun-19,7-Jul-19,"['saturday', 'sunday']","['Netflix', 'tvN']",81,8.7,10322,116,478,15+ - Teens 15 or older,"19,593","['Song Joong Ki', 'Jang Dong Gun', 'Kim Ji Won', 'Kim Ok Bin', 'Kim Eui Sung', 'Park Hae Joon']",['Netflix'],8.3,"4,426","Arthdal Chronicles depicts the birth of civilization and nations in ancient times. It is a story of mythical heroes, their struggle, unity and love of people living in a virtual land called Arth."
Artificial City,"['thriller', 'mystery', 'psychological', 'drama']","['female centered plot', 'father-in-law - daughter-in-law relationship', 'news presenter male lead', 'foundation director female lead', 'mother-in-law - daughter-in-law relationship', 'married life', 'ambitious female lead', 'popular male lead', 'society', 'conglomerate ']",20,8-Dec-21,10-Feb-22,"['wednesday', 'thursday']",['jTBC'],70,7.2,334,5238,3559,15+ - Teens 15 or older,"2,307","['Park Soo Ae', 'Kim Kang Woo', 'Kim Mi Sook', 'Lee Yi Dam', 'Lee Hak Joo', 'Kim Young Jae']","['Viki', 'Netflix', 'TVING']",N/A,N/A,N/A
Ask the Stars,"['comedy', 'romance', 'sci-fi']","['astronaut female lead', 'doctor male lead', 'outer space ']",0,N/A,N/A,N/A,['tvN'],N/A,N/A,N/A,31944,3713,15+ - Teens 15 or older,"2,169","['Lee Min Ho', 'Gong Hyo Jin', 'Han Ji Eun', 'Oh Jung Se']",[],N/A,N/A,N/A
Asphalt Man,"['action', 'romance', 'drama', 'sports']","[""brothers' relationship"", 'car racing ']",16,17-May-95,6-Jul-95,"['wednesday', 'thursday']",['SBS'],60,6.8,16,77423,99999,Not Yet Rated,118,"['Jung Woo Sung', 'Lee Byung Hun', 'Lee Young Ae', 'Kim Soo Mi', 'Jo Min Soo', 'Park In Hwan']",[],N/A,N/A,N/A
Assembly,"['law', 'drama', 'political']","['national assembly', 'nice male lead ']",20,15-Jul-15,17-Sep-15,"['wednesday', 'thursday']",['KBS2'],60,7.6,292,66860,5030,Not Yet Rated,"1,372","['Jung Jae Young', 'Song Yoon Ah', 'Jang Hyun Sung', 'Park Young Gyu', 'Ok Taec Yeon', 'Kim Seo Hyung']",['Viki'],7.1,31,"Sang-Pil is a shipyard welder who gets elected to the national assembly. As he enters upon the duties of his new position, Sang-Pil quickly realizes that being an effective assembly member will be more difficult than he had anticipated."
At Eighteen,"['comedy', 'romance', 'life', 'drama']","['first love', 'high school', 'shy male lead', 'love triangle', 'lying', 'nice male lead', 'hardworking male lead', 'strong female lead', 'coming of age', 'school rivalry ']",16,22-Jul-19,10-Sep-19,"['monday', 'tuesday']","['jTBC', 'Viki']",70,8.1,10302,1283,295,15+ - Teens 15 or older,"27,668","['Ong Seong Wu', 'Kim Hyang Gi ', 'Shin Seung Ho', 'Kang Ki Young', 'Lee Seung Min', 'Kim Do Wan']","['WeTV', 'Viki']",N/A,N/A,N/A
"At a Distance, Spring Is Green","['romance', 'life', 'school', 'youth']","['coming of age', 'adapted from a webtoon', 'bromance', 'child abuse', 'student', 'depression', 'abusive parents', 'anxiety', 'childhood trauma', 'hardworking male lead ']",12,14-Jun-21,20-Jul-21,"['monday', 'tuesday']","['iQiyi', 'KBS2', 'Viki']",63,8.3,10139,559,341,15+ - Teens 15 or older,"25,169","['Park Ji Hoon', 'Kang  Min Ah', 'Bae In Hyuk', 'Kwon Eun Bin', 'Choi Jung Woo', 'Woo Da Vi']","['Apple TV', 'Viki']",8,661,A coming of age campus story about youth in their 20s whose lives appear to be like the beauty of spring from afar but cold and harsh when viewed up close.
Autumn Shower,"['drama', 'melodrama']","['betrayal', 'infidelity', 'divorce', 'sismance', 'love triangle', 'friendship ']",16,21-Sep-05,10-Nov-05,"['wednesday', 'thursday']",['MBC'],60,7.1,107,74462,10436,Not Yet Rated,387,"['Kim So Yeon', 'Jung Ryeo Won', 'Oh Ji Ho', 'Lee Chun Hee', 'Han Jin Hee', 'Kim Young Ran']",[],7,7,"A story about a man, Choi Yoon-jae (Oh Ji Ho) who ends up getting into a car accident causing the passenger, who is his wife, Gyoo-eun (Kim So Yun) to end up in the hospital who now suffers from a coma. Park Yeon-seo (Jung Ryu Won) is Gyoo-euns best friend, who secretly is in love with Yoon-jae. While Gyoo-eun is in a coma, her husband and best friend starts an affair. Will Gyoo-eun ever wake up from her coma? If so what will happen?"
Avengers Social Club,"['friendship', 'comedy', 'life', 'drama']","['revenge', 'sismance', 'strong female lead', 'healing', 'smart male lead', 'mother-son relationship', 'mother-daughter relationship', 'tragic past', 'abusive husband', 'nice stepmother ']",12,11-Oct-17,16-Nov-17,"['wednesday', 'thursday']",['tvN'],66,8.5,5092,266,763,15+ - Teens 15 or older,"13,574","['Lee Yo Won', 'Ra Mi Ran', 'Myung Se Bin', 'Lee Jun Young', 'Choi Byung Mo', 'Jang Yong']",['K-DRAMA'],8.1,198,This series features three women from different status coming together for revenge. They join forces to carry out their individual revenges.
