kdrama_name,imdb_rating,imdb_users,imdb_description
Coma,6.9,59,It is a horror-mystery film set in a hospital that is being shut down due to its dubious practices.
Come and Hug Me,7.8,"1,112","A dramatic drama depicting the love of a man and a woman whose lives are linked because of a murder since young age. Despite an unfortunate destiny and the stigma and pains, they will try to be happy and heal their wounds."
Confession,7.7,176,"A case involving the hidden truth behind the law prohibiting double jeopardy. When Choi Do Hyun was a boy, he had a heart disease. He spent most of his childhood in a hospital. He miraculously had a chance for a heart transplant. Right after the successful heart transplant surgery, his father was accused of murder. His father received the death penalty. To investigate his father's case, Do Hyun now works as a lawyer."
Conspiracy in the Court,7.8,7,N/A
Crash Landing on You,8.7,"27,158",The absolute top secret love story of a chaebol heiress who made an emergency landing in North Korea because of a paragliding accident and a North Korean special officer who falls in love with her and who is hiding and protecting her.
Crazy Love,7.6,360,"No Go Jin is the most popular mathematics instructor in the private education field and the CEO of GOTOP Education. Even though he has only a high school level education, he has achieved all of his success due to his extreme intelligence. He seems like a perfect man with a handsome appearance, high IQ, and wealth. He is also narcissistic. One day, he is suddenly warned that he will be murdered. Lee Shin A works as No Go Jin's secretary. She is a diligent and responsible employee. Due to her quiet and introverted personality, she has little presence with her boss No Go Jin and her colleagues at work. Her colleagues begin to recognize her because she has worked for the notorious No Go Jin for more than 1 year. She then learns that she does not have much time left to live."
Criminal Minds,6.4,423,Korean version of the American television series Criminal Minds.
Cross,7.3,93,A man becomes a doctor that uses medical practices to kill in order to get revenge on the person who brutally murdered his father.
Cunning Single Lady,7.5,929,"Na Ae-ra (Lee Min-jung) and Cha Jung-woo (Joo Sang-wook) got married young. Ae-ra wanted to have steady life but Jung-woo business led them to lots of debt and hard work so she broke off the marriage. A few years later, Ae-ra found out that Jung-woo business was successful and he became a millionaire while she was still paying debts that incurred during their marriage. Ae-ra came back for revenge but Jung-woo thought that Ae-ra wants him back because of this wealth.

—Nira"
D.P.,8.2,"5,259",A young private's assignment to capture army deserters reveals the painful reality endured by each enlistee during his compulsory call of duty.
Dark Hole,6,423,About a group of survivors who have to fight for their lives against mutants that are created when humans breathe mysterious dark smoke from a sinkhole.
Dating Agency: Cyrano,6.9,213,"A young lady Moo Jin(Jong hyeon Hong) joins an agency that makes secret admirer's dreams come true.They never fail to lure their clients's crushes into their arms.Min Shik(Seong Woo Bae) the leader and brains of Cyrano Agency that was once a theatre,Ah Rang(Yoon Woo Jo) a live high school student and Min gyo Kim(Yong dal) the silent teen behind the tech.Unfortunately there lives a Chef close to them who has a double personality,does he want to take the agency down or help it?"
Dear X Who Doesn't Love Me,6.6,23,"'To X who doesn't love me' is a story of young people in their 20s who are struggling with their dreams and love, heralding the birth of a reality-sympathetic drama. 'To X Who Doesn't Love Me' is a ""expiry date"" romance drama that tells the story of Seo Hee Su, a college student and aspiring lyricist with zero self-esteem and zero self-love, who discovers a mysterious lyric note that makes anyone fall in love with her for a month and gets intertwined with Jung Si Ho.

—mydramalist"
Dear. M,7.3,193,"A search takes place for ""M"" who wrote something on the community board of Seoyeon University's website.The writing turned the university upside down."
Delayed Justice,7.1,37,"A story of 2 men (Park Tae Yong a public defender and Park Sam Soo a reporter), both represent the voices of judicial victims who are falsely accused."
Delicious Proposal,7.1,32,All's fair in love and war - and in competition between rival Chinese food restaurants. Kim Hyo Dong (Jung Joon) is the son of a Chinese restaurant owner who strives to serve the best Chinese food in the neighborhood.
Descendants of the Sun,8.3,"15,642",This drama tells of the love story that develops between a surgeon and a special forces officer.
Designated Survivor: 60 Days,8.1,"1,305","When the National Assembly suffers a catastrophic attack, Minister of Environment Park Mu Jin must find a way to lead Korea through the ensuing chaos."
Diary of a Night Watchman,6.2,138,"Being able to see ghosts and other supernatural spirits is a heavy responsibility. Prince Lee Rin (Jung Il Woo), like his father before him, discovers that he has the ability to see ghosts and other supernatural beings."
Diary of a Prosecutor,8.1,145,The stories of overworked prosecutors's daily lives in Seoul.
Different Dreams,8,55,"A turning point in Korean history, one never to be forgotten is presented in this engaging historical drama, celebrating its 100th anniversary. In 1919, during the Japanese colonial period, two events paved the way for the independence of Korea, the March 1st Movement and the establishment of the Provisional Government of the Republic of Korea. And with it, a covert armament for freedom was born, the Heroic Corps. Historically and in the drama, the man leading the corps goes by the name of Kim Won Bong, his real name only a few people know. He rarely stays in one area for more than two hours and sleeps for only short periods at a time. With fiery passion in his heart, he moves about swiftly and dreams for his country's independence. Lee Young Jin a Korean woman raised by a Japanese military doctor follows in her surrogate father's footsteps, and through a series of events, attends a prestigious medical university in Shanghai. She returns to Joseon and becomes the first female surgeon. The two them cross paths, and although they follow different ideologies, Won Bong soon realizes his need for her and begins to regret sending her deep into enemy territory. These two characters will walk together, sometimes run, sometimes fall, only to get back up again to chase their dreams. Bearing with them the pain and suffering of the historical events that shaped Korea's independence, they hope to instill the past so that it will never be forgotten.

—Viki"
Dinner Mate,7.4,425,A man and woman waiting at a restaurant are mistaken for a couple and decide to have dinner together.
Discovery of Love,7.2,295,"Han Yeo-reum and Nam Ha-jin are committed to each other. Before Ha-jin can propose, Yeo-reum's ex, Kang Tae-ha, reappears in her life. Yeo-reum and Tae-ha begin to work together and realize that they might want to rediscover old love."
